reaction_id,original_smiles,reaction_core,reaction_template
11672,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]#[C:7][H:15])[H:14])([H:9])[H:10])[H:8]>>[O:1]1[C:2]([H:9])([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[C:6]1=[C:7]([H:8])[H:15],[C:6]#[C:7].[O:1][H:8]>>[O:1][C:6]=[C:7][H:8],C#C.O[#1]>>OC=C[#1]
11673,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]#[C:7][H:15])[H:14])([H:9])[H:10])[H:8]>>[O:1]([C@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[C:6]1=[C:7]([H:9])[H:15])[H:8],[C:2][H:9].[C:6]#[C:7]>>[C:2][C:6]=[C:7][H:9],C[#1].C#C>>CC=C[#1]
11674,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]#[C:7][H:15])[H:14])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@@:3]([C:4]([H:12])([H:13])[H:14])([C-:5]=[C:6]=[C+:7][H:15])[H:11])([H:9])[H:10])[H:8],[C:4][C:5]([C:6]#[C:7])[H:14]>>[C-:5]=[C:6]=[C+:7].[C:4][H:14],CC(C#C)[#1]>>[C&-]=C=[C&+].C[#1]
11675,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]#[C:7][H:15])[H:14])([H:9])[H:10])[H:8]>>[O:1]=[C:2]([C:3]([C@@:5]([C:4]([H:8])([H:12])[H:13])([C:6]#[C:7][H:15])[H:14])([H:10])[H:11])[H:9],[O:1]([C:2]([C:3][C:4])[H:10])[H:8]>>[C:4][H:8].[O:1]=[C:2][C:3][H:10],O(C(CC)[#1])[#1]>>C[#1].O=CC[#1]
11676,[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C@:5]1([C:6]#[C:7][H:15])[H:14])([H:9])[H:10])[H:8]>>[C@@:3]12([H:11])[C:4]([H:12])([H:13])[C@:5]1([H:14])[C:6]2=[C:7]([H:8])[H:15].[O:1]=[C:2]([H:9])[H:10],[C:6]#[C:7].[O:1]([C:2][C:3])[H:8]>>[C:3][C:6]=[C:7][H:8].[O:1]=[C:2],C#C.O(CC)[#1]>>CC=C[#1].O=C
11677,[C:1]([C:2]([C@@:3]([C:4]([H:14])([H:15])[H:16])([C:5]([C:6]([H:18])([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([C:4]([H:14])([H:15])[H:16])([C:5](=[C:6]([H:19])[H:20])[C:7]([H:21])([H:22])[H:23])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[H:17][H:18],[C:5]([C:6][H:18])[H:17]>>[C:5]=[C:6].[H:17][H:18],C(C[#1])[#1]>>C=C.[#1][#1]
11678,[C:1]([C:2]([C@@:3]([C:4]([H:14])([H:15])[H:16])([C:5]([C:6]([H:18])([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([H:11])[H:12])([H:8])[H:10].[C:3](=[C:4]([H:14])[H:16])([C:5]([C:6]([H:18])([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17])[H:13].[H:9][H:15],[C:1]([C:2][C:3][C:4][H:15])[H:9]>>[C:1]=[C:2].[C:3]=[C:4].[H:9][H:15],C(CCC[#1])[#1]>>C=C.C=C.[#1][#1]
11679,[C:1]([C:2]([C@@:3]([C:4]([H:14])([H:15])[H:16])([C:5]([C:6]([H:18])([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C@@:3]([C:4]([H:14])([H:15])[H:16])([C:5][C:7]([H:21])([H:22])[H:23])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6]([H:17])([H:18])([H:19])[H:20],[C:5]([C:6])[H:17]>>[C:5].[C:6][H:17],C(C)[#1]>>C.C[#1]
11680,[C:1]([C:2]([C@@:3]([C:4]([H:14])([H:15])[H:16])([C:5]([C:6]([H:18])([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[C:4]([H:14])([H:15])[H:16])[H:13])[H:11])([H:8])([H:9])[H:10].[C:5](=[C:6]([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17].[H:12][H:18],[C:2]([C:3][C:5][C:6][H:18])[H:12]>>[C:2]=[C:3].[C:5]=[C:6].[H:12][H:18],C(CCC[#1])[#1]>>C=C.C=C.[#1][#1]
11681,[C:1]([C:2]([C@@:3]([C:4]([H:14])([H:15])[H:16])([C:5]([C:6]([H:18])([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3][C:5]([C:6]([H:18])([H:19])[H:20])([C:7]([H:21])([H:22])[H:23])[H:17])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4]([H:13])([H:14])([H:15])[H:16],[C:3]([C:4])[H:13]>>[C:3].[C:4][H:13],C(C)[#1]>>C.C[#1]
11682,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]([H:14])/[C:5](=[N:6]\[H:13])[O:4][C:3]1([H:11])[H:12])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5]([N:6][H:12])[c:7]1>>[C:2]1=[C:7][C:5](=[N:6])[O:4][C:3]1[H:12],c1coc(N[#1])c1>>C1=CC(=N)OC1[#1]
11683,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:7]([C:2]#[C:3][H:11])([C:5](=[O:4])[N:6]([H:12])[H:13])[H:14])([H:8])([H:9])[H:10],[C:1][c:2]1[c:3][o:4][c:5][c:7]1>>[C:1][C:7]([C:2]#[C:3])[C:5]=[O:4],Cc1cocc1>>CC(C#C)C=O
11684,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C-:3]([H:11])[O+:4]=[C:5]([N:6]([H:12])[H:13])[C:7]1([H:8])[H:14])([H:9])[H:10],[C:1]([c:2]1[c:3][o:4][c:5][c:7]1)[H:8]>>[C:1]=[C:2]1[C-:3][O+:4]=[C:5][C:7]1[H:8],C(c1cocc1)[#1]>>C=C1[C&-][O&+]=CC1[#1]
11685,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:8])([H:11])[O:4][C:5]([N:6]([H:12])[H:13])=[C:7]1[H:14])([H:9])[H:10],[C:1]([c:2]1[c:3][o:4][c:5][c:7]1)[H:8]>>[C:1]=[C:2]1[C:3]([H:8])[O:4][C:5]=[C:7]1,C(c1cocc1)[#1]>>C=C1C([#1])OC=C1
11686,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3](=[O:4])[H:11])[C:5]([N:6]([H:12])[H:13])=[C:7]1[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:7]1>>[C:2]1([C:3]=[O:4])[C:5]=[C:7]1,c1cocc1>>C1(C=O)C=C1
11687,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[C@@:7]1([C:5](=[O:4])[N:6]([H:12])[H:13])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:7]1>>[C:2]1=[C:3][C:7]1[C:5]=[O:4],c1cocc1>>C1=CC1C=O
11688,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[O:4]/[C:5](=[N:6]/[H:13])[C:7]1([H:12])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5]([N:6][H:12])[c:7]1>>[C:2]1=[C:3][O:4][C:5](=[N:6])[C:7]1[H:12],c1coc(N[#1])c1>>C1=COC(=N)C1[#1]
11689,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C-:3]=[O+:4][C:5]([N:6]([H:12])[H:13])=[C:7]1[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3]([H:11])[o:4][c:5][c:7]1>>[C:2]1([H:11])[C-:3]=[O+:4][C:5]=[C:7]1,c1c([#1])occ1>>C1([#1])[C&-]=[O&+]C=C1
11690,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:7](=[C:2]=[C:3]([O+:4]=[C-:5][N:6]([H:12])[H:13])[H:11])[H:14])([H:8])([H:9])[H:10],[C:1][c:2]1[c:3][o:4][c:5][c:7]1>>[C:1][C:7]=[C:2]=[C:3][O+:4]=[C-:5],Cc1cocc1>>CC=C=C[O&+]=[C&-]
11691,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C-:3][O+:4]=[C:5]([N:6]([H:12])[H:13])[C:7]1([H:11])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3]([H:11])[o:4][c:5][c:7]1>>[C:2]1=[C-:3][O+:4]=[C:5][C:7]1[H:11],c1c([#1])occ1>>C1=[C&-][O&+]=CC1[#1]
11692,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]=[O:4])[H:11])([H:8])([H:9])[H:10].[C:5]([N:6]([H:12])[H:13])#[C:7][H:14],[c:2]1[c:3]([H:11])[o:4][c:5][c:7]1>>[C:2](=[C:3]=[O:4])[H:11].[C:5]#[C:7],c1c([#1])occ1>>C(=C=O)[#1].C#C
11693,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([N:6]([H:12])[H:13])[c:7]1[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:3](=[C:2]=[C:7]([C:5](=[O:4])[N:6]([H:12])[H:13])[H:14])[H:11])([H:8])([H:9])[H:10],[C:1][c:2]1[c:3][o:4][c:5][c:7]1>>[C:1][C:3]=[C:2]=[C:7][C:5]=[O:4],Cc1cocc1>>CC=C=CC=O
11694,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C:2]([H:10])=[N:3][C:4]([H:11])([H:12])[C:5]12[C:6]([H:13])([H:14])[C:7]2([H:15])[H:16],[C:1]1[C:2]([C:5])[N:3]1>>[C:1]([C:2]=[N:3])[C:5],C1C(C)N1>>C(C=N)C
11695,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:9])=[N:3][C@:2]1([C:5]1([C:4]([H:8])([H:11])[H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])[H:10],[C:1]([N:3][C:4])[H:8]>>[C:1]=[N:3].[C:4][H:8],C(NC)[#1]>>C=N.C[#1]
11696,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:9])=[C:2]([H:10])[N:3]1[C:4]([C:5]([C:6]([H:8])([H:13])[H:14])=[C:7]([H:15])[H:16])([H:11])[H:12],[C:1]([C:2][C:5]1[C:6][C:7]1)[H:8]>>[C:1]=[C:2].[C:5]([C:6][H:8])=[C:7],C(CC1CC1)[#1]>>C=C.C(C[#1])=C
11697,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C-:1]([N+:3]1=[C:2]([H:10])[C:5]2([C:4]1([H:11])[H:12])[C:6]([H:13])([H:14])[C:7]2([H:15])[H:16])([H:8])[H:9],[C:1]1[C:2][N:3]1>>[C-:1][N+:3]=[C:2],C1CN1>>[C&-][N&+]=C
11698,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1](=[N:3][C:4]([C:5]1([C:2][H:10])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:11])[H:12])([H:8])[H:9],[C:1]1[C:2][N:3]1>>[C:1]=[N:3].[C:2],C1CN1>>C=N.C
11699,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C@@:2]2([C:7]([H:10])([H:15])[H:16])[N:3]1[C:4]([H:11])([H:12])[C:5]2=[C:6]([H:13])[H:14],[C:2]([C:5]1[C:6][C:7]1)[H:10]>>[C:2]([C:5]=[C:6])[C:7][H:10],C(C1CC1)[#1]>>C(C=C)C[#1]
11700,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N+:3]1([H:12])[C-:4]([H:11])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16],[N:3][C:4][H:12]>>[N+:3]([C-:4])[H:12],NC[#1]>>[N&+]([C&-])[#1]
11701,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]([C:2](=[C:5]1[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])[H:10])([N:3]=[C:4]([H:11])[H:12])([H:8])[H:9],[C:2]1[N:3][C:4][C:5]1>>[C:2]=[C:5].[N:3]=[C:4],C1NCC1>>C=C.N=C
11702,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])=[C:5]2[H:12].[C:6](=[C:7]([H:15])[H:16])([H:13])[H:14],[C:4]([C:5]1[C:6][C:7]1)[H:12]>>[C:4]=[C:5][H:12].[C:6]=[C:7],C(C1CC1)[#1]>>C=C[#1].C=C
11703,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C:2][C:5]2([C:4]([H:11])([H:12])[N:3]1[H:10])[C:6]([H:13])([H:14])[C:7]2([H:15])[H:16],[C:2]([N:3])[H:10]>>[C:2].[N:3][H:10],C(N)[#1]>>C.N[#1]
11704,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1](=[N:3][C@@:2]1([H:10])[C:4]([H:11])([H:12])[C:5]12[C:6]([H:13])([H:14])[C:7]2([H:15])[H:16])([H:8])[H:9],[C:1]1[C:2][N:3]1[C:4]>>[C:1]=[N:3][C:2][C:4],C1CN1C>>C=NCC
11705,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:12])=[C:5]2[C:6](=[C:7]([H:15])[H:16])[H:13].[H:11][H:14],[C:4]([C:5]1[C:6]([H:14])[C:7]1)[H:11]>>[C:4]=[C:5][C:6]=[C:7].[H:11][H:14],C(C1C([#1])C1)[#1]>>C=CC=C.[#1][#1]
11706,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C-:1]1([H:8])[C@@:2]2([H:10])[N+:3]1([H:9])[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16],[C:1]([N:3])[H:9]>>[C-:1][N+:3][H:9],C(N)[#1]>>[C&-][N&+][#1]
11707,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C-:2]([H:10])[N+:3]12[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16],[C:2]([N:3])[C:5]>>[C-:2][N+:3][C:5],C(N)C>>[C&-][N&+]C
11708,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1](=[C:2]([N:3]1[C:4]([H:11])([H:12])[C:5]12[C:6]([H:13])([H:14])[C:7]2([H:15])[H:16])[H:10])([H:8])[H:9],[C:1]1[C:2]([C:5])[N:3]1>>[C:1]=[C:2][N:3][C:5],C1C(C)N1>>C=CNC
11709,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C+:2]2[N:3]1[C:4]([H:11])([H:12])[C@@:5]21[C-:6]([H:14])[C:7]1([H:15])[H:16].[H:10][H:13],[C:2][H:10].[C:6][H:13]>>[C+:2].[C-:6].[H:10][H:13],C[#1].C[#1]>>[C&+].[C&-].[#1][#1]
11710,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:11])=[O+:4][C:5]([H:12])=[C:6]1[N-:7][H:13])([H:8])[H:10].[H:9][H:14],[C:1]([c:2]1[c:3][o:4][c:5][c:6]1[N:7][H:14])[H:9]>>[C:1]=[C:2]1[C:3]=[O+:4][C:5]=[C:6]1[N-:7].[H:9][H:14],C(c1cocc1N[#1])[#1]>>C=C1C=[O&+]C=C1[N&-].[#1][#1]
11711,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@:2]1([H:12])[C-:3]([H:11])[O+:4]=[C:5]=[C:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5]([H:12])[c:6]1>>[C:2]1([H:12])[C-:3][O+:4]=[C:5]=[C:6]1,c1coc([#1])c1>>C1([#1])[C&-][O&+]=C=C1
11712,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]=[O:4])[H:11])([H:8])([H:9])[H:10].[C:5](#[C:6][N:7]([H:13])[H:14])[H:12],[c:2]1[c:3]([H:11])[o:4][c:5][c:6]1>>[C:2](=[C:3]=[O:4])[H:11].[C:5]#[C:6],c1c([#1])occ1>>C(=C=O)[#1].C#C
11713,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C-:2]1[C:6](=[C:5]([O+:4]=[C-:3][H:11])[H:12])[N+:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:6]1[N:7]>>[C-:2]1[C:6](=[C:5][O+:4]=[C-:3])[N+:7]1,c1cocc1N>>[C&-]1C(=C[O&+]=[C&-])[N&+]1
11714,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:6]([N:7]([H:13])[H:14])[C@@:5]2([H:12])[C@:3]1([H:11])[O:4]2)([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:6]1>>[C:2]1=[C:6][C:5]2[C:3]1[O:4]2,c1cocc1>>C1=CC2C1O2
11715,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]1[C:3]([H:9])([H:11])[O:4][C:5]([H:12])=[C:6]1[N:7]([H:13])[H:14])([H:8])[H:10],[C:1]([c:2]1[c:3][o:4][c:5][c:6]1)[H:9]>>[C:1]=[C:2]1[C:3]([H:9])[O:4][C:5]=[C:6]1,C(c1cocc1)[#1]>>C=C1C([#1])OC=C1
11716,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:6](=[C:2]=[C:3]([O+:4]=[C-:5][H:12])[H:11])[N:7]([H:13])[H:14])([H:8])([H:9])[H:10],[C:1][c:2]1[c:3][o:4][c:5][c:6]1>>[C:1][C:6]=[C:2]=[C:3][O+:4]=[C-:5],Cc1cocc1>>CC=C=C[O&+]=[C&-]
11717,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[C:5](=[O:4])[H:12])[H:11])[C:6][N:7]([H:13])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:6]1>>[C:2](=[C:3][C:5]=[O:4])[C:6],c1cocc1>>C(=CC=O)C
11718,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:3](=[C:2]=[C:6]([C:5](=[O:4])[H:12])[N:7]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],[C:1][c:2]1[c:3][o:4][c:5][c:6]1>>[C:1][C:3]=[C:2]=[C:6][C:5]=[O:4],Cc1cocc1>>CC=C=CC=O
11719,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C-:3]=[O+:4][C:5]([H:12])=[C:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3]([H:11])[o:4][c:5][c:6]1>>[C:2]1([H:11])[C-:3]=[O+:4][C:5]=[C:6]1,c1c([#1])occ1>>C1([#1])[C&-]=[O&+]C=C1
11720,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([O-:4])[H:11])[C:6]1=[C:5]([H:12])[N+:7]1([H:13])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:6]1[N:7]>>[C:2](=[C:3][O-:4])[C:6]1=[C:5][N+:7]1,c1cocc1N>>C(=C[O&-])C1=C[N&+]1
11721,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:3]([H:11])[o:4][c-:5][c:6]1[N+:7]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[N:7].[c:5][H:12]>>[N+:7][H:12].[c-:5],N.c[#1]>>[N&+][#1].[c&-]
11722,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3](=[O:4])[H:11])[C:5]([H:12])=[C:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:6]1>>[C:2]1([C:3]=[O:4])[C:5]=[C:6]1,c1cocc1>>C1(C=O)C=C1
11723,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[O:4][C:5]([H:12])([H:13])/[C:6]1=[N:7]/[H:14])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5][c:6]1[N:7][H:13]>>[C:2]1=[C:3][O:4][C:5]([H:13])[C:6]1=[N:7],c1cocc1N[#1]>>C1=COC([#1])C1=N
11724,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([N+:7]([C:6]1=[C:2]=[C:3]([H:11])[O:4][C-:5]1[H:12])([H:13])[H:14])([H:8])([H:9])[H:10],[C:1][c:2]1[c:3][o:4][c:5][c:6]1[N:7]>>[C:1][N+:7][C:6]1=[C:2]=[C:3][O:4][C-:5]1,Cc1cocc1N>>C[N&+]C1=C=CO[C&-]1
11725,[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([H:12])[c:6]1[N:7]([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[O+:4]=[C-:5][C@@:6]1([N:7]([H:13])[H:14])[H:12])([H:8])([H:9])[H:10],[c:2]1[c:3][o:4][c:5]([H:12])[c:6]1>>[C:2]1=[C:3][O+:4]=[C-:5][C:6]1[H:12],c1coc([#1])c1>>C1=C[O&+]=[C&-]C1[#1]
11726,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2][C@@:7]1([H:14])[C@@:4]2([H:12])[C@:3]3([H:11])[C@@:5]2([H:13])[N:6]31)([H:8])([H:9])[H:10],[C:2]([C:3])[N:6]>>[C:2].[C:3][N:6],C(C)N>>C.CN
11727,[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]4([H:12])[C@:5]3([H:13])[N:6]1[C@@:7]24[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C@:3]3([H:11])[C@@:4]([H:12])([C@:5]3([H:13])[N:6]1[H:14])[C:7]2)([H:8])([H:9])[H:10],[N:6][C:7][H:14]>>[C:7].[N:6][H:14],NC[#1]>>C.N[#1]
